Red meat and poultry production (million pounds),,,,,,,,,,,,,,,
Type 1/,Commercial 2/,,,,,,,,,,Federally inspected,,,,
,Beef 3/,Veal 3/,Pork 3/,Lamb and mutton 3/,Total red meat 3/ 4/,Beef 3/,Veal 3/,Pork 3/,Lamb and mutton 3/,Total red meat 3/ 4/,Broilers 5/,Other chicken 5/,Turkey 5/,Total poultry 4/ 5/ 6/,Total red meat and poultry 4/
Dec-2017,"2,148.4",6.6,"2,235.0",12.8,"4,402.7","2,123.0",6.4,"2,224.1",11.8,"4,365.3","3,324.8",41.2,461.1,"3,838.2","8,203.5"
Nov-2017,"2,290.6",6.4,"2,244.8",12.4,"4,554.2","2,265.8",6.3,"2,233.5",11.4,"4,517.0","3,437.3",45.4,517.2,"4,012.1","8,529.1"
Oct-2017,"2,303.0",6.4,"2,316.5",11.9,"4,637.8","2,270.1",6.2,"2,302.5",10.9,"4,589.7","3,709.5",48.3,554.2,"4,324.2","8,913.9"
Sep-2017,"2,225.6",6.1,"2,164.9",11.3,"4,407.8","2,195.0",5.9,"2,151.2",10.1,"4,362.2","3,429.9",43.7,467.9,"3,952.6","8,314.8"
Aug-2017,"2,402.1",6.4,"2,210.5",12.9,"4,631.9","2,373.7",6.2,"2,196.1",11.6,"4,587.6","3,763.6",50.7,543.1,"4,369.2","8,956.8"
Jul-2017,"2,107.9",5.7,"1,864.9",11.0,"3,989.4","2,084.2",5.5,"1,853.2",9.9,"3,952.9","3,357.6",43.1,467.5,"3,878.8","7,831.7"
Jun-2017,"2,280.3",6.3,"2,053.2",12.4,"4,352.3","2,254.6",6.2,"2,042.2",11.3,"4,314.3","3,542.5",49.2,522.2,"4,125.1","8,439.4"
May-2017,"2,163.4",6.3,"2,095.9",11.8,"4,277.5","2,135.7",6.1,"2,083.8",10.5,"4,236.2","3,647.9",45.9,523.2,"4,228.2","8,464.4"
Apr-2017,"1,963.1",5.8,"1,988.2",11.5,"3,968.7","1,936.9",5.7,"1,976.9",10.4,"3,929.9","3,216.3",39.8,436.2,"3,702.6","7,632.5"
Mar-2017,"2,249.7",6.4,"2,267.6",13.7,"4,537.5","2,220.2",6.3,"2,254.6",12.7,"4,493.8","3,582.2",45.2,530.6,"4,169.9","8,663.7"
Feb-2017,"1,933.9",5.6,"1,987.6",11.2,"3,938.3","1,906.7",5.5,"1,976.3",10.4,"3,898.9","3,153.8",40.2,458.4,"3,663.1","7,562.0"
Jan-2017,"2,119.3",6.3,"2,154.8",12.3,"4,292.7","2,089.7",6.2,"2,142.1",11.4,"4,249.5","3,496.9",42.8,498.8,"4,051.2","8,300.7"
Dec-2016,"2,173.3",6.8,"2,209.1",13.1,"4,402.3","2,146.8",6.6,"2,196.4",12.1,"4,362.0","3,311.5",42.4,478.8,"3,845.5","8,207.5"
Nov-2016,"2,240.2",6.7,"2,240.3",12.2,"4,499.4","2,215.5",6.5,"2,228.2",11.3,"4,461.5","3,336.9",44.9,514.7,"3,908.5","8,370.0"
Oct-2016,"2,211.2",6.6,"2,198.3",11.7,"4,427.7","2,180.2",6.5,"2,184.0",10.7,"4,381.3","3,417.1",44.6,517.9,"3,991.2","8,372.5"
Sep-2016,"2,181.5",6.2,"2,126.3",12.1,"4,326.1","2,153.4",6.0,"2,112.7",10.9,"4,283.0","3,454.8",47.3,496.4,"4,010.0","8,293.0"
Aug-2016,"2,265.8",6.1,"2,149.6",12.5,"4,434.1","2,238.6",5.9,"2,134.5",11.5,"4,390.5","3,637.3",53.0,539.1,"4,241.5","8,632.0"
Jul-2016,"2,024.2",5.6,"1,824.5",11.4,"3,865.8","2,002.4",5.5,"1,812.7",10.5,"3,831.1","3,246.2",43.7,479.2,"3,779.2","7,610.3"
Jun-2016,"2,193.0",6.4,"2,013.5",13.3,"4,226.2","2,168.7",6.3,"2,002.0",12.1,"4,189.1","3,484.8",49.0,535.4,"4,079.7","8,268.8"
May-2016,"2,030.2",6.0,"1,949.0",13.0,"3,998.2","2,005.7",5.8,"1,936.9",12.0,"3,960.4","3,466.4",45.0,500.0,"4,022.3","7,982.7"
Apr-2016,"1,964.0",6.0,"2,000.2",12.9,"3,983.0","1,939.8",5.9,"1,988.3",11.8,"3,945.8","3,302.1",43.8,484.8,"3,842.1","7,787.9"
Mar-2016,"2,097.3",6.4,"2,145.2",14.3,"4,263.2","2,069.5",6.2,"2,131.8",13.2,"4,220.8","3,525.8",49.6,503.9,"4,091.7","8,312.5"
Feb-2016,"1,886.0",6.1,"2,000.9",12.5,"3,905.5","1,859.7",6.0,"1,988.7",11.6,"3,866.0","3,256.7",43.3,454.6,"3,765.8","7,631.8"
Jan-2016,"1,954.2",6.7,"2,084.2",11.2,"4,056.2","1,927.7",6.6,"2,072.7",10.3,"4,017.3","3,256.8",41.8,476.5,"3,786.9","7,804.2"
Dec-2015,"2,046.3",7.8,"2,207.2",13.2,"4,274.5","2,020.5",7.7,"2,194.5",12.3,"4,234.9","3,334.5",44.2,461.2,"3,852.9","8,087.8"
Nov-2015,"1,936.1",7.1,"2,080.8",11.8,"4,035.7","1,911.2",6.9,"2,068.9",10.9,"3,997.9","3,135.4",38.8,470.7,"3,656.3","7,654.2"
Oct-2015,"2,126.3",7.2,"2,169.2",11.9,"4,314.6","2,096.5",7.1,"2,155.5",10.9,"4,270.0","3,466.8",47.6,525.9,"4,052.4","8,322.4"
Sep-2015,"2,086.6",6.8,"2,035.9",12.3,"4,141.7","2,060.2",6.7,"2,022.1",11.0,"4,100.1","3,486.3",45.6,452.3,"3,995.9","8,096.0"
Aug-2015,"1,934.9",6.5,"1,949.1",11.7,"3,902.2","1,911.0",6.3,"1,935.8",10.6,"3,863.8","3,417.5",42.9,450.3,"3,921.5","7,785.3"
Jul-2015,"2,046.8",6.9,"1,972.9",12.9,"4,039.5","2,023.4",6.8,"1,960.5",11.8,"4,002.5","3,468.7",44.6,448.5,"3,973.4","7,975.9"
Jun-2015,"2,001.6",7.0,"1,995.9",13.5,"4,018.0","1,977.6",6.9,"1,984.5",12.3,"3,981.4","3,428.4",45.6,458.3,"3,944.0","7,925.4"
May-2015,"1,925.5",6.6,"1,861.9",11.9,"3,806.0","1,902.6",6.5,"1,851.3",11.1,"3,771.4","3,246.5",40.4,434.0,"3,731.8","7,503.2"
Apr-2015,"1,928.8",6.6,"2,066.9",13.7,"4,016.0","1,903.9",6.5,"2,055.0",12.8,"3,978.1","3,346.3",46.4,496.6,"3,901.6","7,879.7"
Mar-2015,"1,933.3",6.9,"2,111.8",14.3,"4,066.3","1,907.2",6.8,"2,099.1",13.5,"4,026.6","3,389.0",43.9,501.9,"3,947.1","7,973.7"
Feb-2015,"1,768.1",6.3,"1,945.2",11.5,"3,731.1","1,744.6",6.2,"1,934.6",10.8,"3,696.2","3,000.8",41.2,434.5,"3,486.9","7,183.1"
Jan-2015,"1,963.5",6.8,"2,104.5",11.7,"4,086.5","1,936.2",6.7,"2,093.5",11.0,"4,047.5","3,328.1",41.4,492.3,"3,873.6","7,921.1"
Dec-2014,"2,000.2",7.7,"2,114.3",13.4,"4,135.5","1,973.4",7.5,"2,103.1",12.6,"4,096.6","3,348.5",44.3,474.9,"3,880.5","7,977.1"
Nov-2014,"1,849.5",6.5,"1,890.2",11.5,"3,757.7","1,825.4",6.3,"1,880.4",10.6,"3,722.8","2,939.9",36.1,480.8,"3,467.3","7,190.1"
Oct-2014,"2,171.1",7.8,"2,126.4",13.4,"4,318.6","2,138.6",7.6,"2,113.7",12.3,"4,272.1","3,525.2",47.4,561.6,"4,146.8","8,418.9"
Sep-2014,"2,068.4",7.2,"1,871.9",12.3,"3,959.9","2,041.0",7.1,"1,860.0",11.3,"3,919.3","3,306.6",45.1,493.5,"3,856.3","7,775.6"
Aug-2014,"2,023.5",7.1,"1,752.2",11.7,"3,794.5","1,999.0",6.9,"1,740.2",10.6,"3,756.7","3,197.6",45.9,483.8,"3,737.9","7,494.6"
Jul-2014,"2,087.4",7.8,"1,799.8",13.9,"3,908.9","2,060.8",7.7,"1,788.3",12.8,"3,869.5","3,331.1",44.2,500.4,"3,887.2","7,756.7"
Jun-2014,"2,069.0",7.6,"1,734.0",13.4,"3,823.9","2,044.1",7.4,"1,723.9",12.4,"3,787.9","3,205.6",43.5,486.0,"3,745.4","7,533.3"
May-2014,"2,071.7",7.8,"1,859.1",13.9,"3,952.4","2,046.8",7.6,"1,849.0",13.0,"3,916.5","3,201.2",45.9,471.0,"3,729.0","7,645.5"
Apr-2014,"2,043.1",8.4,"1,911.0",15.2,"3,977.7","2,017.5",8.3,"1,899.4",14.3,"3,939.4","3,210.9",44.4,471.2,"3,738.0","7,677.4"
Mar-2014,"1,937.0",8.7,"1,854.4",13.2,"3,813.3","1,911.9",8.6,"1,843.7",12.6,"3,776.7","3,098.6",41.5,457.1,"3,607.3","7,384.0"
Feb-2014,"1,788.4",8.2,"1,844.2",11.6,"3,652.3","1,762.2",8.0,"1,833.7",10.9,"3,614.9","3,015.0",39.7,421.4,"3,486.2","7,101.1"
Jan-2014,"2,140.9",9.3,"2,085.7",12.4,"4,248.3","2,111.5",9.2,"2,074.3",11.7,"4,206.7","3,185.1",43.2,454.0,"3,693.1","7,899.8"
Dec-2013,"2,047.3",9.8,"2,065.4",13.0,"4,135.6","2,019.1",9.7,"2,053.9",12.3,"4,095.0","3,093.3",40.1,423.0,"3,568.1","7,663.1"
Nov-2013,"2,057.6",9.1,"2,039.9",11.8,"4,118.4","2,030.9",8.9,"2,028.9",11.1,"4,079.8","2,968.3",35.9,479.3,"3,493.0","7,572.8"
Oct-2013,"2,318.2",9.9,"2,169.0",13.1,"4,510.2","2,283.8",9.7,"2,154.7",11.9,"4,460.1","3,475.3",46.8,518.1,"4,051.8","8,511.9"
Sep-2013,"2,073.8",8.6,"1,842.9",11.7,"3,937.0","2,047.1",8.4,"1,830.1",10.8,"3,896.4","3,108.0",44.7,440.6,"3,603.2","7,499.6"
Aug-2013,"2,241.2",9.0,"1,938.4",13.8,"4,202.4","2,215.6",8.8,"1,924.1",12.8,"4,161.3","3,296.2",50.3,485.0,"3,841.6","8,002.9"
Jul-2013,"2,294.1",9.6,"1,840.3",14.2,"4,158.2","2,268.3",9.4,"1,827.1",13.1,"4,117.8","3,278.9",47.1,514.5,"3,850.9","7,968.7"
Jun-2013,"2,157.0",8.4,"1,676.3",12.7,"3,854.5","2,132.2",8.3,"1,665.1",12.0,"3,817.5","3,002.0",42.9,473.4,"3,527.6","7,345.1"
May-2013,"2,227.6",9.1,"1,898.9",14.5,"4,150.0","2,201.5",8.9,"1,887.8",13.4,"4,111.6","3,270.1",46.2,508.0,"3,834.3","7,945.9"
Apr-2013,"2,128.6",9.1,"1,940.8",13.4,"4,091.9","2,101.1",8.9,"1,928.9",12.5,"4,051.4","3,194.1",45.5,504.6,"3,754.8","7,806.2"
Mar-2013,"2,039.8",9.2,"1,932.0",13.8,"3,994.9","2,012.3",9.0,"1,920.4",13.1,"3,954.7","2,999.2",38.0,472.7,"3,520.1","7,474.8"
Feb-2013,"1,873.4",9.0,"1,778.4",11.5,"3,672.4","1,845.0",8.8,"1,766.7",10.9,"3,631.3","2,877.6",39.2,461.7,"3,388.3","7,019.6"
Jan-2013,"2,261.3",10.5,"2,064.9",12.4,"4,349.0","2,227.9",10.2,"2,052.1",11.7,"4,302.0","3,267.1",46.6,524.6,"3,849.0","8,151.0"
Dec-2012,"2,020.1",9.8,"1,954.2",12.8,"3,997.0","1,992.3",9.6,"1,940.5",11.9,"3,954.4","2,853.7",36.3,441.5,"3,342.1","7,296.5"
Nov-2012,"2,207.5",10.1,"2,079.2",12.5,"4,309.2","2,178.8",9.8,"2,065.1",11.6,"4,265.3","3,008.5",37.7,515.3,"3,571.8","7,837.1"
Oct-2012,"2,344.8",10.3,"2,210.7",14.3,"4,580.1","2,307.6",10.0,"2,194.9",13.3,"4,525.8","3,335.5",43.8,579.9,"3,970.4","8,496.2"
Sep-2012,"2,015.5",8.8,"1,911.2",12.5,"3,948.1","1,986.1",8.6,"1,896.9",11.8,"3,903.4","2,927.1",43.7,453.1,"3,433.0","7,336.4"
Aug-2012,"2,368.6",10.1,"1,998.1",14.2,"4,391.1","2,338.6",9.9,"1,983.0",13.4,"4,344.8","3,317.5",51.0,530.1,"3,909.1","8,253.9"
Jul-2012,"2,201.4",9.5,"1,721.9",12.5,"3,945.2","2,176.8",9.2,"1,708.7",11.8,"3,906.5","3,127.0",43.4,497.2,"3,676.7","7,583.2"
Jun-2012,"2,250.7",8.9,"1,750.5",12.4,"4,022.5","2,225.8",8.7,"1,738.5",11.8,"3,984.9","3,105.3",49.2,506.6,"3,670.9","7,655.8"
May-2012,"2,231.9",10.4,"1,926.8",13.6,"4,182.7","2,206.4",10.1,"1,913.9",12.9,"4,143.3","3,281.8",47.7,519.9,"3,860.0","8,003.3"
Apr-2012,"1,990.6",9.9,"1,841.9",12.9,"3,855.2","1,964.0",9.6,"1,829.2",12.2,"3,815.0","2,993.8",41.6,478.0,"3,523.4","7,338.4"
Mar-2012,"2,159.5",10.0,"1,987.7",14.2,"4,171.4","2,133.3",9.7,"1,975.1",13.6,"4,131.8","3,043.8",40.1,502.1,"3,596.1","7,727.9"
Feb-2012,"2,008.9",9.8,"1,883.0",12.3,"3,914.1","1,981.2",9.6,"1,870.1",11.8,"3,872.7","2,953.6",38.8,466.8,"3,469.2","7,341.9"
Jan-2012,"2,113.1",10.4,"1,987.3",12.1,"4,123.0","2,081.7",10.2,"1,974.1",11.6,"4,077.6","3,091.8",43.2,476.7,"3,622.3","7,699.9"
Dec-2011,"2,126.3",10.8,"2,065.6",12.5,"4,215.1","2,096.4",10.5,"2,052.6",11.8,"4,171.3","2,857.5",41.4,458.9,"3,368.9","7,540.2"
Nov-2011,"2,148.8",10.8,"2,086.7",12.6,"4,258.9","2,119.8",10.5,"2,073.6",11.8,"4,215.8","2,907.1",39.8,511.4,"3,468.9","7,684.7"
Oct-2011,"2,215.1",10.6,"2,033.2",11.7,"4,270.6","2,181.2",10.3,"2,018.8",11.0,"4,221.3","3,096.8",43.4,524.5,"3,675.8","7,897.1"
Sep-2011,"2,215.2",10.7,"1,954.4",11.8,"4,192.1","2,185.7",10.4,"1,939.2",11.1,"4,146.4","3,180.4",47.0,473.2,"3,710.8","7,857.2"
Aug-2011,"2,386.9",11.4,"1,892.1",13.1,"4,303.4","2,358.1",11.1,"1,876.2",12.3,"4,257.8","3,330.3",49.9,501.3,"3,892.1","8,149.9"
Jul-2011,"2,134.1",10.1,"1,637.1",10.9,"3,792.3","2,110.6",9.9,"1,625.3",10.2,"3,755.9","3,030.9",46.2,448.1,"3,533.8","7,289.7"
Jun-2011,"2,375.0",11.2,"1,820.0",12.6,"4,218.8","2,347.1",11.0,"1,807.1",11.8,"4,177.0","3,284.6",49.3,519.3,"3,863.5","8,040.5"
May-2011,"2,131.9",10.3,"1,759.7",12.9,"3,914.8","2,105.4",10.0,"1,747.3",12.3,"3,875.0","3,251.1",42.9,496.4,"3,800.7","7,675.7"
Apr-2011,"2,052.5",10.2,"1,790.7",14.4,"3,867.8","2,026.1",10.0,"1,778.6",13.7,"3,828.4","2,973.5",40.3,455.6,"3,479.2","7,307.6"
Mar-2011,"2,266.2",12.1,"2,054.4",14.1,"4,346.7","2,236.7",11.8,"2,040.1",13.6,"4,302.2","3,310.4",44.1,503.1,"3,868.2","8,170.4"
Feb-2011,"2,020.4",10.5,"1,768.1",10.9,"3,810.0","1,994.1",10.2,"1,756.1",10.5,"3,771.0","2,852.4",37.4,435.6,"3,334.6","7,105.6"
Jan-2011,"2,122.9",10.8,"1,896.2",11.2,"4,041.1","2,093.1",10.5,"1,884.2",10.7,"3,998.5","3,127.5",39.8,463.0,"3,640.7","7,639.2"
Dec-2010,"2,270.9",11.7,"2,055.4",14.9,"4,352.9","2,240.2",11.4,"2,041.1",14.0,"4,306.7","3,175.0",44.1,461.4,"3,691.5","7,998.2"
Nov-2010,"2,235.5",11.3,"2,068.0",14.4,"4,329.3","2,206.5",11.0,"2,055.0",13.5,"4,286.1","3,124.4",40.3,520.5,"3,695.6","7,981.7"
Oct-2010,"2,234.9",11.4,"2,002.7",13.1,"4,262.1","2,201.3",11.0,"1,988.8",12.3,"4,213.5","3,183.7",41.0,524.3,"3,759.6","7,973.1"
Sep-2010,"2,252.2",11.3,"1,883.5",13.1,"4,160.0","2,222.1",11.0,"1,867.8",12.1,"4,113.0","3,238.3",45.6,467.1,"3,762.0","7,875.0"
Aug-2010,"2,286.6",11.2,"1,815.3",12.8,"4,126.0","2,258.5",10.9,"1,800.9",11.9,"4,082.2","3,200.0",47.5,481.1,"3,738.8","7,821.0"
Jul-2010,"2,229.6",10.9,"1,702.2",12.8,"3,955.6","2,204.3",10.7,"1,689.8",11.9,"3,916.7","3,057.7",44.9,466.9,"3,579.1","7,495.8"
Jun-2010,"2,320.0",10.7,"1,831.7",14.1,"4,176.6","2,290.8",10.4,"1,818.7",13.3,"4,133.3","3,139.7",43.7,489.5,"3,682.8","7,816.1"
May-2010,"2,087.2",10.1,"1,621.3",12.6,"3,731.2","2,060.7",9.8,"1,608.7",11.8,"3,691.0","3,020.0",40.2,438.8,"3,508.2","7,199.2"
Apr-2010,"2,139.2",11.1,"1,849.1",12.9,"4,012.4","2,110.8",10.8,"1,835.9",12.3,"3,969.7","3,038.3",40.7,455.1,"3,543.9","7,513.6"
Mar-2010,"2,211.2",12.2,"2,040.1",17.7,"4,281.1","2,180.7",11.9,"2,025.1",17.0,"4,234.8","3,162.0",43.4,490.0,"3,705.3","7,940.1"
Feb-2010,"1,955.2",10.7,"1,757.5",12.4,"3,735.8","1,927.2",10.5,"1,745.0",11.9,"3,694.5","2,739.5",34.7,425.4,"3,208.5","6,903.0"
Jan-2010,"2,081.8",11.6,"1,809.7",12.8,"3,916.0","2,051.1",11.3,"1,797.8",12.2,"3,872.4","2,831.2",37.8,424.2,"3,302.1","7,174.5"
Dec-2009,"2,134.4",13.1,"1,985.3",15.9,"4,148.7","2,102.5",12.8,"1,969.6",15.0,"4,099.9","2,966.2",38.4,456.3,"3,471.3","7,571.2"
Nov-2009,"2,016.1",11.7,"1,921.7",14.3,"3,963.9","1,988.1",11.5,"1,908.4",13.5,"3,921.4","2,788.8",34.1,477.5,"3,309.8","7,231.2"
Oct-2009,"2,275.7",12.2,"2,089.0",14.3,"4,391.2","2,239.2",11.9,"2,073.6",13.4,"4,338.2","3,071.9",44.6,508.3,"3,634.9","7,973.1"
Sep-2009,"2,234.1",11.7,"2,002.1",14.8,"4,262.7","2,202.4",11.4,"1,986.4",13.9,"4,214.2","3,064.3",43.1,467.9,"3,585.4","7,799.6"
Aug-2009,"2,184.2",10.6,"1,868.9",13.3,"4,077.0","2,155.4",10.3,"1,853.5",12.6,"4,031.8","3,012.1",44.8,463.4,"3,529.2","7,561.0"
Jul-2009,"2,271.2",10.9,"1,828.5",13.9,"4,124.5","2,243.3",10.6,"1,814.1",13.1,"4,081.0","3,095.5",47.7,485.6,"3,638.2","7,719.2"
Jun-2009,"2,289.0",11.5,"1,847.7",13.8,"4,162.1","2,260.1",11.2,"1,834.2",12.9,"4,118.4","3,050.6",45.1,493.7,"3,598.8","7,717.2"
May-2009,"2,179.4",10.3,"1,716.8",13.0,"3,919.5","2,151.3",10.0,"1,704.6",12.3,"3,878.1","2,890.4",40.6,451.0,"3,390.9","7,269.0"
Apr-2009,"2,133.4",11.2,"1,925.0",15.5,"4,085.0","2,102.1",11.0,"1,910.8",14.7,"4,038.6","2,997.7",43.8,475.0,"3,525.7","7,564.3"
Mar-2009,"2,144.0",12.2,"1,969.7",15.9,"4,141.9","2,112.6",12.0,"1,955.2",15.3,"4,095.1","2,997.0",42.5,471.4,"3,520.5","7,615.6"
Feb-2009,"1,986.0",11.0,"1,817.3",12.7,"3,827.0","1,954.5",10.8,"1,803.5",12.2,"3,780.9","2,704.3",37.1,444.1,"3,193.6","6,974.5"
Jan-2009,"2,117.9",12.0,"2,027.0",13.3,"4,170.1","2,086.4",11.7,"2,012.9",12.8,"4,123.8","2,871.6",38.3,469.2,"3,388.4","7,512.2"
Dec-2008,"2,082.0",13.3,"2,052.1",15.4,"4,162.9","2,051.3",13.0,"2,036.8",14.5,"4,115.6","2,931.5",39.8,492.1,"3,474.1","7,589.7"
Nov-2008,"1,959.3",11.3,"1,886.1",12.8,"3,869.5","1,933.1",11.0,"1,873.7",12.2,"3,830.0","2,662.7",38.6,508.5,"3,218.7","7,048.7"
Oct-2008,"2,340.9",13.5,"2,159.9",15.0,"4,529.3","2,305.4",13.2,"2,144.1",14.2,"4,476.9","3,270.6",50.6,581.8,"3,913.7","8,390.6"
Sep-2008,"2,269.9",12.8,"1,975.8",14.5,"4,272.9","2,239.0",12.5,"1,960.1",13.6,"4,225.2","3,149.7",49.0,515.4,"3,724.7","7,949.9"
Aug-2008,"2,266.8",11.2,"1,803.9",13.3,"4,095.2","2,238.8",11.0,"1,787.9",12.5,"4,050.2","3,080.5",47.9,506.9,"3,644.5","7,694.7"
Jul-2008,"2,371.6",12.3,"1,852.5",13.7,"4,250.1","2,341.9",12.1,"1,837.4",13.0,"4,204.3","3,226.7",51.1,546.0,"3,833.7","8,038.0"
Jun-2008,"2,263.4",11.7,"1,761.8",13.1,"4,050.0","2,234.2",11.5,"1,747.9",12.5,"4,006.2","3,077.3",49.8,522.0,"3,658.1","7,664.3"
May-2008,"2,380.1",11.5,"1,815.5",15.0,"4,222.0","2,351.2",11.2,"1,801.7",14.4,"4,178.6","3,165.4",50.0,518.9,"3,743.5","7,922.1"
Apr-2008,"2,255.4",11.9,"2,015.6",15.3,"4,298.2","2,224.5",11.7,"2,000.5",14.6,"4,251.3","3,196.6",48.0,519.2,"3,773.9","8,025.2"
Mar-2008,"2,100.5",11.3,"1,962.0",16.0,"4,089.8","2,071.4",11.1,"1,947.7",15.4,"4,045.6","2,981.6",45.1,487.0,"3,523.7","7,569.3"
Feb-2008,"2,038.6",11.0,"1,902.7",15.0,"3,967.4","2,009.6",10.8,"1,888.5",14.5,"3,923.3","2,926.5",43.7,502.8,"3,482.9","7,406.2"
Jan-2008,"2,232.7",11.3,"2,159.0",14.7,"4,417.7","2,199.4",11.0,"2,143.5",14.2,"4,368.1","3,237.2",45.7,546.4,"3,840.0","8,208.1"
Dec-2007,"2,061.4",10.4,"1,972.7",15.4,"4,059.9","2,032.7",10.2,"1,957.4",14.5,"4,014.8","2,901.4",38.1,460.8,"3,411.3","7,426.1"
Nov-2007,"2,228.8",10.1,"2,045.2",16.1,"4,300.2","2,201.5",9.7,"2,030.7",15.4,"4,257.4","3,033.2",41.0,526.0,"3,611.6","7,869.0"
Oct-2007,"2,443.0",11.1,"2,145.1",16.4,"4,615.6","2,407.3",10.7,"2,127.9",15.5,"4,561.4","3,383.8",47.6,585.1,"4,028.4","8,589.8"
Sep-2007,"2,094.7",9.4,"1,746.0",13.6,"3,863.6","2,066.7",9.1,"1,731.1",12.9,"3,819.7","2,894.7",35.8,460.2,"3,400.4","7,220.1"
Aug-2007,"2,450.6",10.3,"1,850.0",14.8,"4,325.7","2,421.6",10.1,"1,833.6",13.9,"4,279.2","3,181.2",47.4,522.2,"3,762.3","8,041.5"
Jul-2007,"2,256.7",10.7,"1,659.5",13.5,"3,940.4","2,228.6",10.5,"1,644.9",12.8,"3,896.8","3,055.0",44.6,505.2,"3,616.0","7,512.8"
Jun-2007,"2,348.5",11.2,"1,654.1",13.7,"4,027.5","2,321.8",11.0,"1,641.2",13.1,"3,987.1","3,027.0",45.0,507.2,"3,589.9","7,577.0"
May-2007,"2,285.1",12.3,"1,762.6",15.5,"4,075.5","2,257.2",12.1,"1,749.3",14.9,"4,033.5","3,171.8",44.8,511.2,"3,739.2","7,772.7"
Apr-2007,"2,015.0",11.9,"1,711.5",15.0,"3,753.4","1,988.1",11.6,"1,698.0",14.3,"3,712.0","2,885.4",38.6,463.1,"3,398.2","7,110.2"
Mar-2007,"2,118.2",13.5,"1,861.0",19.6,"4,012.4","2,088.5",13.3,"1,846.5",19.0,"3,967.3","2,927.8",39.5,481.9,"3,460.6","7,427.9"
Feb-2007,"1,952.5",12.1,"1,636.3",14.4,"3,615.4","1,924.2",11.9,"1,623.2",13.9,"3,573.2","2,667.9",36.3,445.3,"3,160.0","6,733.2"
Jan-2007,"2,166.0",14.3,"1,898.5",15.0,"4,093.8","2,131.7",14.0,"1,884.3",14.5,"4,044.6","3,029.8",39.5,482.4,"3,563.9","7,608.5"
Dec-2006,"2,049.6",13.1,"1,796.4",15.4,"3,874.5","2,019.4",12.9,"1,780.5",14.7,"3,827.5","2,737.8",36.9,429.1,"3,215.5","7,043.0"
Nov-2006,"2,226.6",12.9,"1,896.4",15.4,"4,151.4","2,197.7",12.7,"1,880.9",14.8,"4,106.1","2,912.3",40.6,506.0,"3,470.3","7,576.4"
Oct-2006,"2,236.4",13.2,"1,932.0",15.7,"4,197.2","2,200.4",12.9,"1,916.4",14.9,"4,144.7","3,185.1",44.0,540.9,"3,781.8","7,926.5"
Sep-2006,"2,169.9",12.1,"1,753.7",14.3,"3,949.9","2,140.1",11.8,"1,737.8",13.5,"3,903.3","2,900.6",39.7,461.4,"3,413.2","7,316.5"
Aug-2006,"2,450.0",12.8,"1,780.2",14.6,"4,257.6","2,419.9",12.6,"1,762.8",13.9,"4,209.2","3,133.9",46.3,501.0,"3,692.3","7,901.5"
Jul-2006,"2,213.6",11.2,"1,552.6",13.2,"3,790.6","2,187.9",11.0,"1,540.1",12.6,"3,751.6","2,836.0",39.2,456.9,"3,342.4","7,094.0"
Jun-2006,"2,446.1",12.4,"1,663.3",14.4,"4,136.2","2,417.7",12.2,"1,649.2",13.8,"4,092.9","3,046.9",46.3,509.0,"3,613.7","7,706.6"
May-2006,"2,309.0",12.7,"1,726.0",16.1,"4,063.8","2,278.9",12.5,"1,711.7",15.6,"4,018.6","3,158.6",45.4,493.8,"3,710.2","7,728.8"
Apr-2006,"1,969.2",10.4,"1,618.3",16.9,"3,614.8","1,941.3",10.1,"1,605.5",16.2,"3,573.2","2,774.4",40.5,432.6,"3,258.8","6,832.0"
Mar-2006,"2,203.7",12.7,"1,877.5",18.3,"4,112.1","2,172.3",12.4,"1,862.2",17.7,"4,064.6","3,098.5",45.3,490.5,"3,646.6","7,711.2"
Feb-2006,"1,826.9",11.3,"1,637.0",14.7,"3,489.9","1,797.9",11.1,"1,623.6",14.1,"3,446.7","2,713.9",37.3,412.5,"3,174.2","6,620.9"
Jan-2006,"2,051.0",11.8,"1,820.5",16.3,"3,899.6","2,018.1",11.5,"1,806.5",15.4,"3,851.6","3,001.6",43.1,447.9,"3,504.0","7,355.6"
Dec-2005,"2,057.3",13.5,"1,866.3",16.5,"3,953.6","2,027.0",13.1,"1,850.3",15.9,"3,906.3","2,916.8",41.6,437.7,"3,408.6","7,314.9"
Nov-2005,"2,071.3",12.4,"1,843.2",15.8,"3,942.7","2,042.7",12.1,"1,826.9",15.2,"3,896.9","2,942.2",40.2,482.8,"3,477.9","7,374.8"
Oct-2005,"2,080.7",12.6,"1,816.2",15.8,"3,925.1","2,046.4",12.0,"1,800.9",15.1,"3,874.4","3,044.7",41.6,484.3,"3,583.1","7,457.5"
Sep-2005,"2,158.0",13.2,"1,743.0",15.6,"3,929.8","2,127.4",13.0,"1,727.6",15.0,"3,882.9","3,011.1",42.2,454.5,"3,520.2","7,403.1"
Aug-2005,"2,319.0",13.7,"1,752.3",15.4,"4,100.4","2,289.4",13.4,"1,734.4",14.6,"4,051.9","3,113.3",47.2,488.4,"3,660.8","7,712.7"
Jul-2005,"2,082.8",12.4,"1,505.0",13.4,"3,613.6","2,056.6",12.1,"1,491.9",12.8,"3,573.3","2,814.3",42.0,432.0,"3,298.8","6,872.1"
